HS,AS,HST,AST,HF,AF,HC,AC,HM1_D,HM1_L,HM1_M,HM1_W,HM2_D,HM2_L,HM2_M,HM2_W,HM3_D,HM3_L,HM3_M,HM3_W,HM4_D,HM4_L,HM4_M,HM4_W,HM5_D,HM5_L,HM5_M,HM5_W,AM1_D,AM1_L,AM1_M,AM1_W,AM2_D,AM2_L,AM2_M,AM2_W,AM3_D,AM3_L,AM3_M,AM3_W,AM4_D,AM4_L,AM4_M,AM4_W,AM5_D,AM5_L,AM5_M,AM5_W,HTFormPts,ATFormPts,HTGD,ATGD,DiffPts,DiffFormPts,DiffxG
12.647058823529411,10.176470588235293,4.823529411764706,3.588235294117647,10.794117647058824,10.441176470588236,5.529411764705882,4.176470588235294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.20588235294117646,0.23529411764705882,0.01903114186851211,-0.5882352941176471,0.7941176470588236,-0.02941176470588236,0.5105485294117651
13.470588235294118,11.411764705882353,5.0,4.470588235294118,11.205882352941176,11.735294117647058,5.9411764705882355,4.147058823529412,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23529411764705882,0.23529411764705882,-0.0017301038062283738,0.6470588235294118,-0.2647058823529411,0.0,0.03001879411764663
8.382352941176471,8.393939393939394,2.7058823529411766,3.0606060606060606,12.294117647058824,10.606060606060606,4.470588235294118,3.5757575757575757,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08823529411764706,0.12121212121212122,-0.03633217993079585,-0.6666666666666666,-0.6515151515151516,-0.03297682709447415,0.02927170454545469
13.5,14.323529411764707,5.617647058823529,5.470588235294118,11.823529411764707,11.441176470588236,5.117647058823529,5.911764705882353,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.35294117647058826,0.29411764705882354,0.04065743944636678,0.6470588235294118,0.5588235294117647,0.05882352941176472,0.30350641176470594
15.515151515151516,10.666666666666666,5.636363636363637,4.212121212121212,10.393939393939394,11.272727272727273,6.484848484848484,4.515151515151516,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.12121212121212122,0.014692378328741965,-0.5454545454545454,0.5151515151515154,0.2121212121212121,0.6810718181818183
11.411764705882353,13.176470588235293,3.764705882352941,3.8529411764705883,10.764705882352942,11.529411764705882,5.0588235294117645,5.970588235294118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20588235294117646,0.14705882352941177,-0.011245674740484428,-0.11764705882352941,0.1470588235294119,0.05882352941176469,-0.463477264705882
13.393939393939394,16.484848484848484,5.090909090909091,5.878787878787879,11.515151515151516,9.696969696969697,5.666666666666667,6.848484848484849,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.21212121212121213,0.3939393939393939,0.009182736455463728,0.8787878787878788,-0.5757575757575757,-0.1818181818181818,-0.14059984848484808
11.323529411764707,10.242424242424242,4.176470588235294,3.8484848484848486,9.911764705882353,10.151515151515152,4.294117647058823,4.151515151515151,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2647058823529412,0.18181818181818182,0.009515570934256055,0.09090909090909091,0.13012477718360071,0.08288770053475936,0.1979334679144389
12.647058823529411,8.235294117647058,4.147058823529412,2.7941176470588234,9.617647058823529,10.323529411764707,5.470588235294118,3.411764705882353,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.20588235294117646,0.23529411764705882,0.007785467128027682,-1.0,0.6764705882352942,-0.02941176470588236,0.5308383470588236
11.441176470588236,9.588235294117647,3.676470588235294,3.264705882352941,12.676470588235293,10.264705882352942,4.264705882352941,4.176470588235294,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029411764705882353,0.08823529411764706,-0.01730103806228374,-0.47058823529411764,-0.26470588235294124,-0.05882352941176471,0.11408625000000039
